code,timestamps,open,close,high,low,ycp,vol,amount,MA5,MA10,MA20,MA30,MA60,MSI,DIF,DEA,MACD_Hist,name,industry,block,MA4,MA8,MA12,MA16,MA47,stage
2469,2023-08-15,5.93,5.91,5.97,5.85,5.95,36423.0,21522800.0,5.96,6.04,6.0869999999999935,6.12,6.12,36.37,-0.05,-0.03,-0.02,三维化学,化学原料和化学制品制造业,主板,5.945000000000012,6.00625,6.064999999999984,6.086875000000001,6.081276595744686,0
2469,2023-08-16,5.91,5.85,5.93,5.84,5.91,29477.5,17319400.0,5.93,6.01,6.071999999999992,6.11,6.11,33.21,-0.06,-0.03,-0.03,三维化学,化学原料和化学制品制造业,主板,5.900000000000012,5.97,6.034999999999982,6.067500000000001,6.079361702127667,0
2469,2023-08-17,5.81,5.91,5.92,5.77,5.85,47558.0,27820300.0,5.9,5.98,6.061999999999991,6.1,6.09,38.93,-0.06,-0.04,-0.02,三维化学,化学原料和化学制品制造业,主板,5.905000000000012,5.95,6.010833333333316,6.050625,6.078297872340433,0
2469,2023-08-18,5.89,5.86,5.95,5.86,5.91,37170.0,21970000.0,5.9,5.95,6.050999999999991,6.09,6.08,36.15,-0.07,-0.04,-0.03,三维化学,化学原料和化学制品制造业,主板,5.882500000000012,5.9262500000000005,5.985833333333317,6.035,6.0753191489361775,0
2469,2023-08-21,5.87,5.82,5.93,5.82,5.86,40247.9,23583100.0,5.87,5.93,6.041499999999992,6.07,6.07,34.06,-0.08,-0.05,-0.03,三维化学,化学原料和化学制品制造业,主板,5.860000000000012,5.902500000000002,5.9574999999999845,6.01375,6.072340425531922,0
2469,2023-08-22,5.84,5.85,5.87,5.74,5.82,64917.9,37690400.0,5.86,5.91,6.025999999999992,6.06,6.07,37.0,-0.08,-0.06,-0.02,三维化学,化学原料和化学制品制造业,主板,5.860000000000009,5.880000000000001,5.933333333333317,5.99125,6.069787234042561,0
2469,2023-08-23,5.96,5.86,6.05,5.85,5.85,97331.5,57826300.0,5.86,5.89,6.009999999999992,6.05,6.06,38.0,-0.08,-0.06,-0.02,三维化学,化学原料和化学制品制造业,主板,5.84750000000001,5.8762500000000015,5.9158333333333175,5.97,6.06659574468086,0
2469,2023-08-24,5.83,5.79,5.92,5.72,5.86,85023.0,49254200.0,5.84,5.87,5.993999999999992,6.04,6.06,33.96,-0.08,-0.07,-0.01,三维化学,化学原料和化学制品制造业,主板,5.83000000000001,5.85625,5.894166666666652,5.946875,6.060851063829796,0
2469,2023-08-25,5.73,5.69,5.87,5.67,5.79,66005.2,37933800.0,5.8,5.85,5.970499999999992,6.02,6.05,29.18,-0.09,-0.07,-0.02,三维化学,化学原料和化学制品制造业,主板,5.797500000000009,5.828749999999999,5.8674999999999855,5.9175,6.055106382978733,0
2469,2023-08-28,6.0,5.85,6.0,5.83,5.69,152738.0,90421700.0,5.81,5.84,5.952499999999992,6.01,6.04,43.0,-0.09,-0.07,-0.02,三维化学,化学原料和化学制品制造业,主板,5.797500000000009,5.828749999999999,5.852499999999983,5.899375,6.052978723404264,0
2469,2023-08-29,5.85,5.93,5.94,5.82,5.85,57998.5,34256600.0,5.82,5.84,5.938999999999992,6.0,6.04,48.42,-0.08,-0.08,0.0,三维化学,化学原料和化学制品制造业,主板,5.815000000000009,5.831249999999999,5.855833333333316,5.890625,6.0534042553191565,0
2469,2023-08-30,5.93,5.93,5.98,5.9,5.93,49866.7,29596300.0,5.84,5.85,5.927499999999991,6.0,6.04,48.42,-0.07,-0.07,0.0,三维化学,化学原料和化学制品制造业,主板,5.850000000000009,5.839999999999999,5.854166666666648,5.8831250000000015,6.054680851063839,0
2469,2023-08-31,5.91,5.9,5.95,5.89,5.93,39299.5,23239000.0,5.86,5.85,5.914499999999991,5.99,6.03,46.49,-0.06,-0.07,0.01,三维化学,化学原料和化学制品制造业,主板,5.90250000000001,5.849999999999999,5.853333333333317,5.8762500000000015,6.050425531914903,0
2469,2023-09-01,5.91,5.92,5.95,5.87,5.9,41449.5,24496500.0,5.91,5.85,5.903499999999991,5.99,6.03,47.98,-0.05,-0.07,0.02,三维化学,化学原料和化学制品制造业,主板,5.920000000000008,5.858749999999999,5.859166666666651,5.869375000000002,6.047446808510648,0
2469,2023-09-04,5.93,6.05,6.06,5.93,5.92,87808.7,52803400.0,5.95,5.88,5.902499999999992,5.99,6.03,56.43,-0.03,-0.06,0.03,三维化学,化学原料和化学制品制造业,主板,5.950000000000008,5.882499999999999,5.870833333333317,5.8793750000000005,6.04595744680852,0
2469,2023-09-05,6.05,6.05,6.08,6.0,6.05,78196.0,47218600.0,5.97,5.9,5.902499999999992,5.98,6.04,56.43,-0.02,-0.05,0.03,三维化学,化学原料和化学制品制造业,主板,5.980000000000008,5.914999999999997,5.886666666666651,5.885625,6.043829787234053,0
2469,2023-09-06,6.02,6.05,6.06,6.01,6.05,52360.3,31558700.0,5.99,5.92,5.904499999999992,5.98,6.04,56.43,-0.02,-0.05,0.03,三维化学,化学原料和化学制品制造业,主板,6.017500000000008,5.959999999999997,5.905833333333317,5.894375,6.041489361702138,0
2469,2023-09-07,6.04,5.96,6.06,5.96,6.05,52397.7,31502500.0,6.01,5.93,5.900999999999992,5.97,6.04,49.48,-0.01,-0.04,0.03,三维化学,化学原料和化学制品制造业,主板,6.027500000000009,5.973749999999997,5.914999999999983,5.90125,6.0368085106383065,0
