code,timestamps,open,close,high,low,ycp,vol,amount,MA5,MA10,MA20,MA30,MA60,MSI,DIF,DEA,MACD_Hist,name,industry,block,MA4,MA8,MA12,MA16,MA47,stage
2469,2022-11-09,7.0,6.85,7.0,6.84,7.0,283695.0,195443000.0,6.97,6.92,7.198000000000005,7.08,7.48,45.48,-0.09,-0.05,-0.04,三维化学,化学原料和化学制品制造业,主板,7.002500000000005,6.858749999999998,7.1458333333333215,7.277499999999999,7.381489361702125,0
2469,2022-11-10,6.8,6.74,6.88,6.73,6.85,247095.0,167762000.0,6.95,6.84,7.204000000000005,7.05,7.49,43.99,-0.11,-0.07,-0.04,三维化学,化学原料和化学制品制造业,主板,6.922500000000006,6.884999999999998,7.03083333333332,7.256249999999999,7.298936170212763,0
2469,2022-11-11,6.89,6.73,6.93,6.72,6.74,308907.0,210507000.0,6.88,6.83,7.201000000000005,7.04,7.5,43.85,-0.12,-0.08,-0.04,三维化学,化学原料和化学制品制造业,主板,6.8300000000000045,6.8787499999999975,6.891666666666653,7.194999999999999,7.238723404255317,0
2469,2022-11-14,6.71,6.63,6.83,6.6,6.73,256980.0,172003000.0,6.79,6.84,7.194000000000004,7.03,7.5,42.38,-0.14,-0.09,-0.05,三维化学,化学原料和化学制品制造业,主板,6.737500000000006,6.866249999999997,6.814166666666653,7.104374999999999,7.196170212765956,0
2469,2022-11-15,6.6,6.82,6.83,6.57,6.63,265123.0,178743000.0,6.75,6.85,7.168000000000004,7.02,7.51,46.07,-0.14,-0.1,-0.04,三维化学,化学原料和化学制品制造业,主板,6.730000000000006,6.866249999999997,6.8158333333333205,7.041874999999999,7.175957446808509,0
2469,2022-11-16,6.82,6.72,6.85,6.71,6.82,220092.0,148989000.0,6.73,6.85,7.150000000000002,7.02,7.51,44.46,-0.14,-0.11,-0.03,三维化学,化学原料和化学制品制造业,主板,6.725000000000005,6.823749999999998,6.831666666666652,6.954374999999999,7.153404255319147,0
2469,2022-11-17,6.7,6.71,6.71,6.62,6.72,158184.0,105449000.0,6.72,6.84,7.100000000000002,7.02,7.5,44.29,-0.15,-0.12,-0.03,三维化学,化学原料和化学制品制造业,主板,6.720000000000005,6.774999999999998,6.825833333333319,6.848749999999997,7.127021276595744,0
2469,2022-11-18,6.72,6.65,6.78,6.64,6.71,214461.0,143876000.0,6.71,6.8,7.028500000000002,7.02,7.47,43.24,-0.15,-0.12,-0.03,三维化学,化学原料和化学制品制造业,主板,6.725000000000006,6.7312499999999975,6.819166666666652,6.791874999999997,7.0931914893617005,0
2469,2022-11-21,6.6,6.63,6.64,6.45,6.65,185498.0,121916000.0,6.71,6.75,6.969000000000002,7.03,7.44,42.88,-0.16,-0.13,-0.03,三维化学,化学原料和化学制品制造业,主板,6.6775000000000055,6.703749999999998,6.803333333333317,6.781249999999997,7.058510638297872,0
2469,2022-11-22,6.6,6.48,6.65,6.45,6.63,239887.0,157007000.0,6.64,6.7,6.887000000000002,7.03,7.4,40.15,-0.16,-0.14,-0.02,三维化学,化学原料和化学制品制造业,主板,6.617500000000009,6.671249999999996,6.754999999999986,6.7781249999999975,7.028297872340425,0
