code,timestamps,open,close,high,low,ycp,vol,amount,MA5,MA10,MA20,MA30,MA60,MSI,DIF,DEA,MACD_Hist,name,industry,block,MA4,MA8,MA12,MA16,MA47,stage
2469,2022-05-19,5.04,5.13,5.14,5.02,5.09,62511.2,31685900.0,5.09,5.05,5.1720000000000015,5.42,5.74,42.35,-0.18,-0.21,0.03,三维化学,化学原料和化学制品制造业,主板,5.0800000000000045,5.071250000000001,5.044999999999987,5.046875000000004,5.58170212765958,0
2469,2022-05-20,5.28,5.19,5.39,5.15,5.13,122927.0,64158200.0,5.1,5.08,5.1415000000000015,5.4,5.72,45.24,-0.16,-0.2,0.04,三维化学,化学原料和化学制品制造业,主板,5.107500000000004,5.088750000000001,5.059166666666653,5.054375000000004,5.5634042553191545,0
2469,2022-05-23,5.19,5.29,5.31,5.19,5.19,90144.8,47521900.0,5.14,5.1,5.114500000000001,5.37,5.7,49.76,-0.13,-0.19,0.06,三维化学,化学原料和化学制品制造业,主板,5.175000000000003,5.121250000000002,5.079999999999988,5.066250000000005,5.547021276595751,0
2469,2022-05-24,5.31,5.05,5.32,5.04,5.29,79709.9,41293400.0,5.15,5.11,5.088500000000002,5.35,5.68,41.01,-0.14,-0.18,0.04,三维化学,化学原料和化学制品制造业,主板,5.1650000000000045,5.121250000000002,5.090833333333321,5.0575000000000045,5.525106382978731,0
2469,2022-05-25,5.07,5.16,5.16,5.06,5.05,56388.6,28875200.0,5.16,5.12,5.072000000000002,5.32,5.66,45.72,-0.12,-0.17,0.05,三维化学,化学原料和化学制品制造业,主板,5.172500000000004,5.1262500000000015,5.104999999999987,5.076875000000005,5.5095744680851135,0
2469,2022-05-26,5.19,5.24,5.24,5.13,5.16,62142.7,32275900.0,5.19,5.14,5.0805000000000025,5.29,5.64,48.92,-0.11,-0.15,0.04,三维化学,化学原料和化学制品制造业,主板,5.185000000000003,5.146250000000002,5.12083333333332,5.090625000000005,5.502978723404262,0
2469,2022-05-27,5.21,5.28,5.32,5.21,5.24,64977.9,34182900.0,5.2,5.15,5.089500000000003,5.26,5.62,50.49,-0.09,-0.14,0.05,三维化学,化学原料和化学制品制造业,主板,5.1825000000000045,5.178750000000003,5.141666666666653,5.105625000000004,5.495744680851071,0
2469,2022-05-30,5.31,5.3,5.35,5.25,5.28,59431.0,31504000.0,5.21,5.18,5.0950000000000015,5.24,5.61,51.3,-0.07,-0.13,0.06,三维化学,化学原料和化学制品制造业,主板,5.2450000000000045,5.205000000000002,5.162499999999987,5.129375000000004,5.486382978723412,0
2469,2022-05-31,5.31,5.29,5.33,5.23,5.3,54621.4,28804000.0,5.25,5.2,5.117000000000003,5.22,5.59,50.85,-0.05,-0.11,0.06,三维化学,化学原料和化学制品制造业,主板,5.277500000000003,5.225000000000001,5.176666666666653,5.148125000000005,5.475744680851071,0
2469,2022-06-01,5.28,5.31,5.32,5.23,5.29,73302.5,38718100.0,5.28,5.22,5.131500000000004,5.21,5.58,51.75,-0.05,-0.1,0.05,三维化学,化学原料和化学制品制造业,主板,5.295000000000004,5.240000000000002,5.195833333333321,5.164375000000005,5.463617021276602,0
2469,2022-06-02,5.3,5.29,5.3,5.2,5.31,51612.0,27146800.0,5.29,5.24,5.144000000000005,5.19,5.56,50.75,-0.04,-0.09,0.05,三维化学,化学原料和化学制品制造业,主板,5.297500000000003,5.240000000000002,5.218333333333322,5.1806250000000045,5.451489361702135,0
2469,2022-06-06,5.29,5.36,5.37,5.26,5.29,70407.5,37559700.0,5.31,5.26,5.166000000000003,5.18,5.54,54.11,-0.03,-0.08,0.05,三维化学,化学原料和化学制品制造业,主板,5.312500000000003,5.278750000000001,5.240833333333321,5.2000000000000055,5.440212765957455,0
2469,2022-06-07,5.32,5.28,5.35,5.24,5.36,66690.0,35164700.0,5.31,5.26,5.180500000000004,5.16,5.52,49.92,-0.02,-0.06,0.04,三维化学,化学原料和化学制品制造业,主板,5.310000000000003,5.293750000000003,5.253333333333321,5.210000000000004,5.428510638297879,0
2469,2022-06-08,5.33,5.31,5.36,5.2,5.28,77592.2,41074700.0,5.31,5.28,5.193500000000004,5.15,5.51,51.44,-0.01,-0.05,0.04,三维化学,化学原料和化学制品制造业,主板,5.310000000000003,5.302500000000003,5.263333333333321,5.2243750000000055,5.417021276595751,0
2469,2022-06-09,5.24,5.25,5.32,5.24,5.31,52082.7,27479200.0,5.3,5.29,5.204500000000004,5.14,5.5,48.28,-0.02,-0.05,0.03,三维化学,化学原料和化学制品制造业,主板,5.300000000000003,5.298750000000003,5.259999999999988,5.238750000000006,5.403829787234048,0
2469,2022-06-10,5.25,5.34,5.35,5.21,5.25,70634.3,37490200.0,5.31,5.3,5.219000000000004,5.15,5.49,52.94,-0.01,-0.04,0.03,三维化学,化学原料和化学制品制造业,主板,5.295000000000004,5.303750000000003,5.284166666666653,5.254375000000006,5.394468085106388,0
2469,2022-06-13,5.31,5.24,5.42,5.17,5.34,98352.3,51760900.0,5.28,5.3,5.225000000000003,5.16,5.47,47.79,-0.01,-0.03,0.02,三维化学,化学原料和化学制品制造业,主板,5.285000000000005,5.297500000000003,5.290833333333321,5.261250000000006,5.380212765957452,0
2469,2022-06-14,5.18,5.26,5.27,5.1,5.24,66267.5,34393200.0,5.28,5.29,5.234000000000004,5.16,5.46,48.86,-0.01,-0.03,0.02,三维化学,化学原料和化学制品制造业,主板,5.272500000000004,5.2912500000000025,5.292499999999988,5.265625000000006,5.365531914893622,0
