code,timestamps,open,close,high,low,ycp,vol,amount,MA5,MA10,MA20,MA30,MA60,MSI,DIF,DEA,MACD_Hist,name,industry,block,MA4,MA8,MA12,MA16,MA47,stage
2119,2019-02-26,10.1,9.87,10.11,9.81,10.2,109846.0,109290000.0,9.86,9.72,9.263500000000002,9.21,9.16,59.1,0.26,0.17,0.09,康强电子,计算机、通信和其他电子设备制造业,主板,9.867499999999994,9.833750000000004,9.613333333333328,9.357500000000012,9.1027659574468,0
2119,2019-02-27,9.76,9.79,9.93,9.72,9.87,61464.0,60337100.0,9.85,9.77,9.315,9.23,9.17,57.43,0.25,0.18,0.07,康强电子,计算机、通信和其他电子设备制造业,主板,9.902499999999996,9.905000000000005,9.67416666666666,9.428750000000012,9.116808510638291,0
2119,2019-02-28,9.79,10.0,10.26,9.79,9.79,75806.0,75737500.0,9.92,9.85,9.367,9.26,9.18,60.58,0.26,0.2,0.06,康强电子,计算机、通信和其他电子设备制造业,主板,9.964999999999996,9.887500000000005,9.75166666666666,9.516250000000014,9.141063829787226,0
2119,2019-03-01,9.94,9.87,10.0,9.68,10.0,45629.1,44738500.0,9.95,9.91,9.415000000000004,9.28,9.19,57.73,0.26,0.21,0.05,康强电子,计算机、通信和其他电子设备制造业,主板,9.882499999999991,9.872500000000006,9.798333333333328,9.614375000000011,9.161276595744674,0
2119,2019-03-04,9.87,9.91,10.13,9.86,9.87,70839.9,70743500.0,9.89,9.89,9.464500000000005,9.3,9.2,58.38,0.24,0.22,0.02,康强电子,计算机、通信和其他电子设备制造业,主板,9.892499999999991,9.880000000000006,9.853333333333326,9.683125000000013,9.18361702127659,0
2119,2019-03-05,9.87,10.5,10.74,9.81,9.91,137889.0,140488000.0,10.01,9.94,9.557000000000002,9.35,9.22,66.53,0.29,0.23,0.06,康强电子,计算机、通信和其他电子设备制造业,主板,10.069999999999991,9.986250000000004,9.959999999999994,9.773125000000013,9.221063829787226,0
2119,2019-03-06,10.51,10.64,10.64,10.21,10.5,110929.0,115830000.0,10.18,10.02,9.659000000000002,9.39,9.24,68.12,0.32,0.25,0.07,康强电子,计算机、通信和其他电子设备制造业,主板,10.229999999999992,10.097500000000004,10.00166666666666,9.871250000000012,9.260425531914883,0
2119,2019-03-07,10.58,10.75,11.0,10.5,10.64,94565.0,101629000.0,10.33,10.13,9.7815,9.45,9.26,69.36,0.36,0.27,0.09,康强电子,计算机、通信和其他电子设备制造业,主板,10.449999999999994,10.166250000000003,10.064999999999994,9.961250000000014,9.301276595744673,0
2119,2019-03-08,10.5,11.83,11.83,10.4,10.75,141705.0,162093000.0,10.73,10.34,9.9325,9.55,9.3,78.26,0.48,0.31,0.17,康强电子,计算机、通信和其他电子设备制造业,主板,10.929999999999993,10.411250000000004,10.229999999999997,10.122500000000016,9.36085106382978,0
2119,2019-03-11,13.01,12.6,13.01,12.22,11.83,295280.0,374059000.0,11.26,10.58,10.1095,9.67,9.35,82.23,0.62,0.37,0.25,康强电子,计算机、通信和其他电子设备制造业,主板,11.454999999999991,10.762500000000005,10.475833333333329,10.333750000000013,9.437234042553184,0
2119,2019-03-12,12.47,13.86,13.86,12.25,12.6,262870.0,349412000.0,11.94,10.97,10.349,9.83,9.42,86.55,0.82,0.46,0.36,康强电子,计算机、通信和其他电子设备制造业,主板,12.259999999999993,11.245000000000005,10.818333333333328,10.566250000000013,9.541914893617015,0
2119,2019-03-13,13.75,13.56,14.6,12.75,13.86,270805.0,372352000.0,12.52,11.35,10.5615,9.99,9.49,81.47,0.94,0.56,0.38,康强电子,计算机、通信和其他电子设备制造业,主板,12.962499999999991,11.706250000000002,11.098333333333333,10.789375000000014,9.648510638297868,0
2119,2019-03-14,12.75,12.39,13.15,12.2,13.56,151206.0,188715000.0,12.85,11.59,10.7185,10.11,9.54,65.35,0.94,0.63,0.31,康强电子,计算机、通信和其他电子设备制造业,主板,13.102499999999996,12.016250000000005,11.308333333333328,10.948125000000012,9.729787234042544,0
2119,2019-03-15,12.5,12.08,12.65,12.01,12.39,110036.0,135630000.0,12.9,11.81,10.8615,10.21,9.59,61.86,0.9,0.69,0.21,康强电子,计算机、通信和其他电子设备制造业,主板,12.972499999999997,12.213750000000005,11.499166666666662,11.100000000000014,9.80148936170212,0
2119,2019-03-18,12.04,12.31,12.31,11.62,12.08,97926.4,117099000.0,12.84,12.05,10.970000000000002,10.33,9.65,63.42,0.89,0.73,0.16,康强电子,计算机、通信和其他电子设备制造业,主板,12.584999999999996,12.422500000000005,11.691666666666665,11.260000000000018,9.87170212765957,0
2119,2019-03-19,12.18,12.08,12.51,11.97,12.31,83341.4,101388000.0,12.48,12.21,11.074500000000002,10.44,9.7,60.74,0.83,0.75,0.08,康强电子,计算机、通信和其他电子设备制造业,主板,12.214999999999993,12.588750000000005,11.87583333333333,11.377500000000015,9.93021276595744,0
2119,2019-03-20,12.08,11.85,12.08,11.42,12.08,87456.2,102655000.0,12.14,12.33,11.174500000000002,10.55,9.75,58.1,0.77,0.75,0.02,康强电子,计算机、通信和其他电子设备制造业,主板,12.079999999999991,12.591250000000002,12.037499999999996,11.501250000000017,9.986382978723398,0
2119,2019-03-21,11.84,12.25,12.67,11.69,11.85,122540.0,148930000.0,12.11,12.48,11.3045,10.68,9.81,61.26,0.75,0.75,0.0,康强电子,计算机、通信和其他电子设备制造业,主板,12.122499999999992,12.547500000000005,12.18333333333333,11.655000000000015,10.051702127659569,0
2119,2019-03-22,12.18,12.41,12.65,12.11,12.25,98335.2,122030000.0,12.18,12.54,11.437500000000002,10.8,9.87,62.48,0.73,0.75,-0.02,康强电子,计算机、通信和其他电子设备制造业,主板,12.147499999999996,12.366250000000004,12.33083333333333,11.805625000000015,10.121914893617015,0
2119,2019-03-25,12.02,12.1,12.6,11.8,12.41,85523.9,103627000.0,12.14,12.49,11.532500000000002,10.9,9.92,58.63,0.69,0.74,-0.05,康强电子,计算机、通信和其他电子设备制造业,主板,12.152499999999996,12.183750000000002,12.44333333333333,11.945000000000016,10.184893617021274,0
