stock_code,start,end,duration_days,duration_type,threshold_used,feature_vector
000021,2022-08-03,2022-08-09,5,short,10,"0.16050000000000003,0.08449999999999988,0.03300000000000054,0.07300000000000004,0.06630000000000003,0.028170212765957457,0.17775,0.023749999999999005,0.060000000000001205,0.19519999999999982,0.2772468085106382"
