stock_code,start,end,duration_days,duration_type,threshold_used,end_condition,feature_vector
000021,2022-06-27,2022-06-30,4,short,4,结束时下降的均线: [4],"0.09875000000000034,0.0493749999999995,0.04166666666666741,0.023125000000000284,0.030750000000000277,0.017712765957446752,0.17781250000000037,0.04822916666666632,0.05380208333333414,0.02240624999999996,0.5670984042553191"
000021,2022-08-10,2022-08-18,7,long,4,结束时下降的均线: [4],"0.11928571428571441,0.14535714285714288,0.12619047619047613,0.08857142857142845,0.07864285714285708,0.045410334346504655,0.3728571428571428,0.3220238095238092,0.18779761904761955,0.10617857142857139,0.6138556231003042"
