stock_code,stage,duration_type,start_date,end_date,duration_days,features,probabilities,model_used,feature_window
001333_with_stage,stage1,long,2025-02-12,2025-03-25,30,"[nan, nan, nan, nan, nan, nan, -0.021297169811320286, -0.028256802721088475, -0.034467592592592584, -0.05127134146341483, -0.7446960486322184]","(array([0]), array([[0.52, 0.38, 0.1 , 0.  ]]))",stage1_long_model.pkl,0-59
