stock_code,stage,duration_type,start_date,end_date,duration_days,features,probabilities,model_used,feature_window
000021_with_stage,stage1,long,2025-02-14,2025-03-03,12,"[nan, nan, nan, nan, nan, nan, -0.008750000000000018, -0.01963435374149665, -0.02442129629629635, -0.05364939024390203, -0.6388031914893624]","(array([0]), array([[0.52, 0.38, 0.1 , 0.  ]]))",stage1_long_model.pkl,0-59
