stock_code,stage,duration_type,start_date,end_date,duration_days,features,probabilities,model_used,feature_window
002025_with_stage,stage1,long,2025-02-12,2025-03-25,30,"[nan, nan, nan, nan, nan, nan, -0.37749999999999934, -0.4031462585034016, -0.39882407407407433, -0.39644207317073177, -4.047228723404257]","(array([0]), array([[0.5 , 0.33, 0.16, 0.01]]))",stage1_long_model.pkl,0-59
